,option,env,represented_by_env,kld
206,integrityCheck,misc.tar,deepfield.tar,0.055662726490427826
207,integrityCheck,misc.tar,uiq2-16.bin,0.0
208,integrityCheck,fannie_mae_500k.tar,ambivert.wav.tar,0.2745970111395959
209,integrityCheck,fannie_mae_500k.tar,enwik8.tar,0.11579630026410045
210,integrityCheck,fannie_mae_500k.tar,misc.tar,0.22028796780781137
211,integrityCheck,fannie_mae_500k.tar,fannie_mae_500k.tar,0.0
212,integrityCheck,fannie_mae_500k.tar,uiq2-8.bin,0.0
213,integrityCheck,fannie_mae_500k.tar,large.tar,0.0
214,integrityCheck,fannie_mae_500k.tar,artificl.tar,0.05463319414889407
215,integrityCheck,fannie_mae_500k.tar,uiq2-4.bin,0.090725788757883
216,integrityCheck,fannie_mae_500k.tar,uiq-32.bin,0.4677233809580818
217,integrityCheck,fannie_mae_500k.tar,vmlinux-5.10.tar,0.05196679237045448
218,integrityCheck,fannie_mae_500k.tar,silesia.tar,0.16771479178997922
219,integrityCheck,fannie_mae_500k.tar,deepfield.tar,0.017122066501693855
220,integrityCheck,fannie_mae_500k.tar,uiq2-16.bin,0.006864985943034774
221,integrityCheck,uiq2-8.bin,ambivert.wav.tar,0.17807331984956878
222,integrityCheck,uiq2-8.bin,enwik8.tar,0.23405816437962676
223,integrityCheck,uiq2-8.bin,misc.tar,0.14318342610452908
224,integrityCheck,uiq2-8.bin,fannie_mae_500k.tar,0.05230194367803278
225,integrityCheck,uiq2-8.bin,uiq2-8.bin,0.0
226,integrityCheck,uiq2-8.bin,large.tar,0.0
227,integrityCheck,uiq2-8.bin,artificl.tar,0.0
228,integrityCheck,uiq2-8.bin,uiq2-4.bin,0.15157577089904667
229,integrityCheck,uiq2-8.bin,uiq-32.bin,0.30700507019163936
230,integrityCheck,uiq2-8.bin,vmlinux-5.10.tar,0.051879716312359304
231,integrityCheck,uiq2-8.bin,silesia.tar,0.0721124113490484
232,integrityCheck,uiq2-8.bin,deepfield.tar,0.023843529155241593
233,integrityCheck,uiq2-8.bin,uiq2-16.bin,0.032037915214090364
234,integrityCheck,large.tar,ambivert.wav.tar,0.6083422105605261
235,integrityCheck,large.tar,enwik8.tar,0.19614069943876977
236,integrityCheck,large.tar,misc.tar,0.5399174648303611
237,integrityCheck,large.tar,fannie_mae_500k.tar,0.09510685765035855
238,integrityCheck,large.tar,uiq2-8.bin,0.13891724867878386
239,integrityCheck,large.tar,large.tar,0.0
240,integrityCheck,large.tar,artificl.tar,0.16394519851292272
241,integrityCheck,large.tar,uiq2-4.bin,0.1830912192725294
242,integrityCheck,large.tar,uiq-32.bin,0.8347271994875872
243,integrityCheck,large.tar,vmlinux-5.10.tar,0.1941473973178596
244,integrityCheck,large.tar,silesia.tar,0.24860186482922783
245,integrityCheck,large.tar,deepfield.tar,0.09836806013199355
246,integrityCheck,large.tar,uiq2-16.bin,0.13198407980625787
247,integrityCheck,artificl.tar,ambivert.wav.tar,0.22976785321195436
248,integrityCheck,artificl.tar,enwik8.tar,0.09103237172794691
249,integrityCheck,artificl.tar,misc.tar,0.16183838101426457
250,integrityCheck,artificl.tar,fannie_mae_500k.tar,0.005395864242928749
