,Unnamed: 0,params.rnd,Model,Subject System,params.exp_id,params.train_size,Relative Train Size,Pooling,params.experiment-type,Metric,Value
109396,2293,21,$\tilde{\Pi}^\mathit{np}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,6,0.25,no,multitask,pMAPE,95.85110820780656
109397,2294,4,$\tilde{\Pi}^\mathit{np}_B$,VP9,uncertainty-learning-2024-05-29_22-59-58-full-run,32,2,no,multitask,pMAPE,60.553389391805126
109398,2295,8,$\tilde{\Pi}^\mathit{pp}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,12,0.75,partial,multitask,pMAPE,7.726641649620336
109399,2296,12,$\tilde{\Pi}^\mathit{cp}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,13,1,complete,multitask,pMAPE,223.6827120006443
109400,2298,19,$\tilde{\Pi}^\mathit{cp}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,13,1,complete,multitask,pMAPE,274.1687776739248
109401,2299,27,$\tilde{\Pi}^\mathit{pp}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,52,2,partial,multitask,pMAPE,53.179280628474366
109402,2300,22,$\tilde{\Pi}^\mathit{cp}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,24,1.5,complete,multitask,pMAPE,8.206272108167555
109403,2301,24,$\tilde{\Pi}^\mathit{pp}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,8,0.75,partial,multitask,pMAPE,145.54401201484916
109404,2304,10,$\tilde{\Pi}^\mathit{cp}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,1,0.125,complete,multitask,pMAPE,278.9294085106077
109405,2305,20,$\tilde{\Pi}^\mathit{pp}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,16,1.5,partial,multitask,pMAPE,112.17210700317546
109406,2306,19,$\tilde{\Pi}^\mathit{pp}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.125,partial,multitask,pMAPE,23.282246031777987
109407,2307,18,$\tilde{\Pi}^\mathit{np}_B$,xz,uncertainty-learning-2024-05-29_22-59-58-full-run,46,1.5,no,multitask,pMAPE,60.723439363718754
109408,2308,11,$\tilde{\Pi}^\mathit{pp}_B$,xz,uncertainty-learning-2024-05-29_22-59-58-full-run,31,1,partial,multitask,pMAPE,61.31650377910754
109409,2310,23,$\tilde{\Pi}^\mathit{cp}_B$,xz,uncertainty-learning-2024-05-29_22-59-58-full-run,15,0.5,complete,multitask,pMAPE,60.764273354514046
109410,2311,8,$\tilde{\Pi}^\mathit{cp}_B$,batik,uncertainty-learning-2024-05-29_22-59-58-full-run,20,2,complete,multitask,pMAPE,13.377385793241595
109411,2312,11,$\tilde{\Pi}^\mathit{cp}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,19,1.5,complete,multitask,pMAPE,217.74430405499095
109412,2314,25,$\tilde{\Pi}^\mathit{cp}_B$,batik,uncertainty-learning-2024-05-29_22-59-58-full-run,30,3,complete,multitask,pMAPE,14.28731551473706
109413,2315,2,$\tilde{\Pi}^\mathit{np}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,16,1,no,multitask,pMAPE,9.103515260917904
109414,2316,12,$\tilde{\Pi}^\mathit{np}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,24,1.5,no,multitask,pMAPE,7.411621050672598
109415,2320,5,$\tilde{\Pi}^\mathit{np}_B$,VP9,uncertainty-learning-2024-05-29_22-59-58-full-run,8,0.5,no,multitask,pMAPE,125.73286600317796
109416,2323,6,$\tilde{\Pi}^\mathit{np}_B$,VP9,uncertainty-learning-2024-05-29_22-59-58-full-run,4,0.25,no,multitask,pMAPE,161.15422964502517
109417,2326,16,$\tilde{\Pi}^\mathit{pp}_B$,VP9,uncertainty-learning-2024-05-29_22-59-58-full-run,48,3,partial,multitask,pMAPE,32.56609774907991
109418,2328,10,$\tilde{\Pi}^\mathit{pp}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,1,0.125,partial,multitask,pMAPE,254.8252556846635
109419,2330,12,$\tilde{\Pi}^\mathit{pp}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,19,1.5,partial,multitask,pMAPE,149.94868732582404
109420,2331,2,$\tilde{\Pi}^\mathit{cp}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,16,1,complete,multitask,pMAPE,8.445456543829948
109421,2332,19,$\tilde{\Pi}^\mathit{np}_B$,batik,uncertainty-learning-2024-05-29_22-59-58-full-run,7,0.75,no,multitask,pMAPE,16.207705232717622
109422,2333,12,$\tilde{\Pi}^\mathit{np}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,33,3,no,multitask,pMAPE,152.08817638993094
109423,2335,9,$\tilde{\Pi}^\mathit{np}_B$,batik,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.25,no,multitask,pMAPE,27.310168730704603
109424,2336,5,$\tilde{\Pi}^\mathit{cp}_B$,VP9,uncertainty-learning-2024-05-29_22-59-58-full-run,48,3,complete,multitask,pMAPE,30.68714645144504
109425,2338,9,$\tilde{\Pi}^\mathit{np}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,28,1.5,no,multitask,pMAPE,20.254787563415835
109426,2339,18,$\tilde{\Pi}^\mathit{pp}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.125,partial,multitask,pMAPE,75.33954010207285
109427,2340,7,$\tilde{\Pi}^\mathit{np}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,19,0.75,no,multitask,pMAPE,57.72339119106263
109428,2341,15,$\tilde{\Pi}^\mathit{np}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,48,3,no,multitask,pMAPE,38.63904769671852
109429,2343,17,$\tilde{\Pi}^\mathit{pp}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,4,0.25,partial,multitask,pMAPE,10.61946092346969
109430,2344,18,$\tilde{\Pi}^\mathit{np}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,78,3,no,multitask,pMAPE,48.91374255359406
109431,2347,20,$\tilde{\Pi}^\mathit{np}_B$,VP9,uncertainty-learning-2024-05-29_22-59-58-full-run,8,0.5,no,multitask,pMAPE,132.82825670213774
109432,2348,17,$\tilde{\Pi}^\mathit{np}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,16,1,no,multitask,pMAPE,55.43829301963068
109433,2349,12,$\tilde{\Pi}^\mathit{np}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,57,3,no,multitask,pMAPE,15.640194297606454
109434,2351,12,$\tilde{\Pi}^\mathit{cp}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,38,2,complete,multitask,pMAPE,16.083150686798472
109435,2352,21,$\tilde{\Pi}^\mathit{cp}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,3,0.25,complete,multitask,pMAPE,149.90752049997369
109436,2353,9,$\tilde{\Pi}^\mathit{pp}_B$,VP9,uncertainty-learning-2024-05-29_22-59-58-full-run,24,1.5,partial,multitask,pMAPE,26.81915760478897
109437,2354,12,$\tilde{\Pi}^\mathit{cp}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,4,0.25,complete,multitask,pMAPE,10.148682199763783
109438,2356,8,$\tilde{\Pi}^\mathit{pp}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,33,3,partial,multitask,pMAPE,109.82890941116786
109439,2358,0,$\tilde{\Pi}^\mathit{cp}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.125,complete,multitask,pMAPE,12.97858900260558
109440,2360,4,$\tilde{\Pi}^\mathit{cp}_B$,VP9,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.125,complete,multitask,pMAPE,229.0428207303584
109441,2361,28,$\tilde{\Pi}^\mathit{cp}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,13,1,complete,multitask,pMAPE,302.7495224651648
109442,2362,4,$\tilde{\Pi}^\mathit{pp}_B$,xz,uncertainty-learning-2024-05-29_22-59-58-full-run,15,0.5,partial,multitask,pMAPE,58.53870665842914
109443,2364,8,$\tilde{\Pi}^\mathit{cp}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,8,0.5,complete,multitask,pMAPE,9.27549990954912
109444,2366,25,$\tilde{\Pi}^\mathit{np}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.25,no,multitask,pMAPE,96.92697847262318
109445,2367,5,$\tilde{\Pi}^\mathit{pp}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,1,0.125,partial,multitask,pMAPE,273.7253596964389
109446,2370,3,$\tilde{\Pi}^\mathit{cp}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,4,0.25,complete,multitask,pMAPE,47.105359212818485
109447,2371,9,$\tilde{\Pi}^\mathit{np}_B$,VP9,uncertainty-learning-2024-05-29_22-59-58-full-run,48,3,no,multitask,pMAPE,39.98316131077532
109448,2372,15,$\tilde{\Pi}^\mathit{np}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,9,0.5,no,multitask,pMAPE,31.231278920045696
109449,2373,2,$\tilde{\Pi}^\mathit{pp}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,24,1.5,partial,multitask,pMAPE,46.116660987745234
109450,2374,15,$\tilde{\Pi}^\mathit{np}_B$,xz,uncertainty-learning-2024-05-29_22-59-58-full-run,93,3,no,multitask,pMAPE,58.64194678150402
109451,2376,23,$\tilde{\Pi}^\mathit{np}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.25,no,multitask,pMAPE,66.61775558678319
109452,2378,19,$\tilde{\Pi}^\mathit{cp}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,19,0.75,complete,multitask,pMAPE,46.28179459785086
109453,2379,1,$\tilde{\Pi}^\mathit{pp}_B$,VP9,uncertainty-learning-2024-05-29_22-59-58-full-run,48,3,partial,multitask,pMAPE,27.044911280052457
109454,2381,22,$\tilde{\Pi}^\mathit{np}_B$,xz,uncertainty-learning-2024-05-29_22-59-58-full-run,7,0.25,no,multitask,pMAPE,57.58789441714074
109455,2383,19,$\tilde{\Pi}^\mathit{cp}_B$,xz,uncertainty-learning-2024-05-29_22-59-58-full-run,23,0.75,complete,multitask,pMAPE,52.30435805253855
109456,2384,26,$\tilde{\Pi}^\mathit{pp}_B$,VP9,uncertainty-learning-2024-05-29_22-59-58-full-run,16,1,partial,multitask,pMAPE,30.34271591654457
109457,2387,22,$\tilde{\Pi}^\mathit{pp}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,32,2,partial,multitask,pMAPE,6.968181073706206
109458,2389,11,$\tilde{\Pi}^\mathit{pp}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,13,0.5,partial,multitask,pMAPE,59.48873422328603
109459,2391,3,$\tilde{\Pi}^\mathit{pp}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,14,0.75,partial,multitask,pMAPE,20.98802021373757
109460,2393,14,$\tilde{\Pi}^\mathit{pp}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,1,0.125,partial,multitask,pMAPE,602.8796097334462
109461,2394,18,$\tilde{\Pi}^\mathit{np}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,39,3,no,multitask,pMAPE,151.27637301847992
109462,2395,11,$\tilde{\Pi}^\mathit{pp}_B$,VP9,uncertainty-learning-2024-05-29_22-59-58-full-run,32,2,partial,multitask,pMAPE,28.29145059799053
109463,2396,6,$\tilde{\Pi}^\mathit{np}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,32,2,no,multitask,pMAPE,5.454092418161191
109464,2398,25,$\tilde{\Pi}^\mathit{cp}_B$,VP9,uncertainty-learning-2024-05-29_22-59-58-full-run,32,2,complete,multitask,pMAPE,29.3717958975107
109465,2399,29,$\tilde{\Pi}^\mathit{pp}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,32,2,partial,multitask,pMAPE,4.170794214349985
109466,2401,5,$\tilde{\Pi}^\mathit{cp}_B$,xz,uncertainty-learning-2024-05-29_22-59-58-full-run,3,0.125,complete,multitask,pMAPE,58.698331843873376
109467,2404,26,$\tilde{\Pi}^\mathit{cp}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.125,complete,multitask,pMAPE,81.3820030419694
109468,2405,20,$\tilde{\Pi}^\mathit{np}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,3,0.125,no,multitask,pMAPE,118.3320968973322
109469,2406,3,$\tilde{\Pi}^\mathit{cp}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,22,2,complete,multitask,pMAPE,131.3086269446037
109470,2407,12,$\tilde{\Pi}^\mathit{np}_B$,batik,uncertainty-learning-2024-05-29_22-59-58-full-run,20,2,no,multitask,pMAPE,11.541061093680206
109471,2408,28,$\tilde{\Pi}^\mathit{np}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,1,0.125,no,multitask,pMAPE,193.77754865468071
109472,2410,5,$\tilde{\Pi}^\mathit{pp}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,13,0.5,partial,multitask,pMAPE,68.61292529444991
109473,2412,25,$\tilde{\Pi}^\mathit{pp}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,14,0.75,partial,multitask,pMAPE,18.65277118384072
109474,2413,13,$\tilde{\Pi}^\mathit{cp}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,8,0.5,complete,multitask,pMAPE,5.88101130962592
109475,2414,11,$\tilde{\Pi}^\mathit{cp}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,24,1.5,complete,multitask,pMAPE,8.341322549747826
109476,2416,8,$\tilde{\Pi}^\mathit{cp}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,39,3,complete,multitask,pMAPE,244.4903932149683
109477,2419,15,$\tilde{\Pi}^\mathit{pp}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,8,0.5,partial,multitask,pMAPE,10.286485672451466
109478,2420,11,$\tilde{\Pi}^\mathit{np}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,9,0.5,no,multitask,pMAPE,36.76290658486281
109479,2422,17,$\tilde{\Pi}^\mathit{cp}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,32,2,complete,multitask,pMAPE,37.5795091986435
109480,2424,29,$\tilde{\Pi}^\mathit{np}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,12,0.75,no,multitask,pMAPE,10.186543238504257
109481,2426,0,$\tilde{\Pi}^\mathit{pp}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,16,1,partial,multitask,pMAPE,7.9409680448959215
109482,2428,15,$\tilde{\Pi}^\mathit{cp}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,39,3,complete,multitask,pMAPE,228.57561728310085
109483,2429,1,$\tilde{\Pi}^\mathit{np}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.125,no,multitask,pMAPE,12.89149384878368
109484,2431,26,$\tilde{\Pi}^\mathit{pp}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,38,2,partial,multitask,pMAPE,14.91378264609876
109485,2432,24,$\tilde{\Pi}^\mathit{np}_B$,VP9,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.125,no,multitask,pMAPE,213.6707078123796
109486,2434,17,$\tilde{\Pi}^\mathit{cp}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,19,0.75,complete,multitask,pMAPE,50.98632732791195
109487,2437,18,$\tilde{\Pi}^\mathit{pp}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,38,2,partial,multitask,pMAPE,14.930555665680172
109488,2438,27,$\tilde{\Pi}^\mathit{np}_B$,VP9,uncertainty-learning-2024-05-29_22-59-58-full-run,32,2,no,multitask,pMAPE,35.21510070722226
109489,2441,0,$\tilde{\Pi}^\mathit{np}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,4,0.25,no,multitask,pMAPE,63.01678096413601
109490,2442,19,$\tilde{\Pi}^\mathit{np}_B$,batik,uncertainty-learning-2024-05-29_22-59-58-full-run,1,0.125,no,multitask,pMAPE,25.39322565197463
109491,2444,5,$\tilde{\Pi}^\mathit{np}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,32,2,no,multitask,pMAPE,43.834661802982346
109492,2445,4,$\tilde{\Pi}^\mathit{pp}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,4,0.25,partial,multitask,pMAPE,6.600812604418725
109493,2446,5,$\tilde{\Pi}^\mathit{cp}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,6,0.25,complete,multitask,pMAPE,71.12590396147984
109494,2449,6,$\tilde{\Pi}^\mathit{np}_B$,VP9,uncertainty-learning-2024-05-29_22-59-58-full-run,32,2,no,multitask,pMAPE,50.19639895126726
109495,2450,28,$\tilde{\Pi}^\mathit{np}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,39,3,no,multitask,pMAPE,156.81849639815957
109496,2451,11,$\tilde{\Pi}^\mathit{cp}_B$,xz,uncertainty-learning-2024-05-29_22-59-58-full-run,46,1.5,complete,multitask,pMAPE,60.4345551056527
109497,2452,6,$\tilde{\Pi}^\mathit{cp}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,19,1.5,complete,multitask,pMAPE,249.39548985723889
109498,2455,16,$\tilde{\Pi}^\mathit{np}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,8,0.75,no,multitask,pMAPE,152.38165873394797
109499,2457,26,$\tilde{\Pi}^\mathit{np}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,32,2,no,multitask,pMAPE,46.23769192955881
109500,2458,9,$\tilde{\Pi}^\mathit{pp}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,9,0.5,partial,multitask,pMAPE,19.27708188508319
109501,2460,15,$\tilde{\Pi}^\mathit{np}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,3,0.25,no,multitask,pMAPE,210.93699509752665
109502,2461,18,$\tilde{\Pi}^\mathit{np}_B$,xz,uncertainty-learning-2024-05-29_22-59-58-full-run,62,2,no,multitask,pMAPE,59.26297535586106
109503,2463,29,$\tilde{\Pi}^\mathit{cp}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,19,1.5,complete,multitask,pMAPE,188.74642902308
109504,2466,26,$\tilde{\Pi}^\mathit{np}_B$,xz,uncertainty-learning-2024-05-29_22-59-58-full-run,93,3,no,multitask,pMAPE,61.80049928734535
109505,2468,8,$\tilde{\Pi}^\mathit{pp}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,4,0.25,partial,multitask,pMAPE,10.66245901929604
109506,2472,20,$\tilde{\Pi}^\mathit{cp}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.125,complete,multitask,pMAPE,78.23538116555562
109507,2473,15,$\tilde{\Pi}^\mathit{pp}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.125,partial,multitask,pMAPE,86.56940055878009
109508,2474,25,$\tilde{\Pi}^\mathit{np}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,24,1.5,no,multitask,pMAPE,46.79442436098671
109509,2477,19,$\tilde{\Pi}^\mathit{cp}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,1,0.125,complete,multitask,pMAPE,1033.7756009812847
109510,2478,21,$\tilde{\Pi}^\mathit{np}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.125,no,multitask,pMAPE,11.856842927977237
109511,2480,3,$\tilde{\Pi}^\mathit{cp}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,9,0.5,complete,multitask,pMAPE,22.72483856751556
109512,2482,16,$\tilde{\Pi}^\mathit{pp}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.25,partial,multitask,pMAPE,217.7637848148561
109513,2484,19,$\tilde{\Pi}^\mathit{cp}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.125,complete,multitask,pMAPE,21.0042394417615
109514,2485,9,$\tilde{\Pi}^\mathit{np}_B$,xz,uncertainty-learning-2024-05-29_22-59-58-full-run,93,3,no,multitask,pMAPE,56.47263334081368
109515,2486,19,$\tilde{\Pi}^\mathit{np}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,1,0.125,no,multitask,pMAPE,1020.9591425497327
109516,2488,27,$\tilde{\Pi}^\mathit{pp}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,16,1,partial,multitask,pMAPE,6.796407818363201
109517,2489,28,$\tilde{\Pi}^\mathit{pp}_B$,xz,uncertainty-learning-2024-05-29_22-59-58-full-run,62,2,partial,multitask,pMAPE,64.60368897617997
109518,2490,15,$\tilde{\Pi}^\mathit{np}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,48,3,no,multitask,pMAPE,4.323601289386668
109519,2493,25,$\tilde{\Pi}^\mathit{np}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,8,0.5,no,multitask,pMAPE,10.381641723554129
109520,2494,14,$\tilde{\Pi}^\mathit{np}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,19,1,no,multitask,pMAPE,26.18206096350695
109521,2496,0,$\tilde{\Pi}^\mathit{cp}_B$,VP9,uncertainty-learning-2024-05-29_22-59-58-full-run,4,0.25,complete,multitask,pMAPE,54.49797930568413
109522,2497,27,$\tilde{\Pi}^\mathit{np}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,24,1.5,no,multitask,pMAPE,7.067146858998748
109523,2498,2,$\tilde{\Pi}^\mathit{pp}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,4,0.25,partial,multitask,pMAPE,53.02497465518525
109524,2501,3,$\tilde{\Pi}^\mathit{cp}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,12,0.75,complete,multitask,pMAPE,41.55295545099463
109525,2504,22,$\tilde{\Pi}^\mathit{pp}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,8,0.5,partial,multitask,pMAPE,42.91525598173651
109526,2505,4,$\tilde{\Pi}^\mathit{pp}_B$,VP9,uncertainty-learning-2024-05-29_22-59-58-full-run,48,3,partial,multitask,pMAPE,32.99319612932343
109527,2508,24,$\tilde{\Pi}^\mathit{cp}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,32,2,complete,multitask,pMAPE,41.05419806605974
109528,2509,21,$\tilde{\Pi}^\mathit{pp}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,32,2,partial,multitask,pMAPE,7.164285790133619
109529,2511,23,$\tilde{\Pi}^\mathit{pp}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,52,2,partial,multitask,pMAPE,55.42252488725977
109530,2512,7,$\tilde{\Pi}^\mathit{np}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,4,0.25,no,multitask,pMAPE,11.139036776011777
109531,2513,27,$\tilde{\Pi}^\mathit{np}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,8,0.5,no,multitask,pMAPE,9.780165410658112
109532,2514,28,$\tilde{\Pi}^\mathit{pp}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,33,3,partial,multitask,pMAPE,120.07485016925273
109533,2515,26,$\tilde{\Pi}^\mathit{pp}_B$,batik,uncertainty-learning-2024-05-29_22-59-58-full-run,1,0.125,partial,multitask,pMAPE,39.90728959931028
109534,2517,18,$\tilde{\Pi}^\mathit{cp}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,4,0.25,complete,multitask,pMAPE,10.00816892573041
109535,2518,4,$\tilde{\Pi}^\mathit{cp}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,32,2,complete,multitask,pMAPE,38.89656106751424
109536,2520,7,$\tilde{\Pi}^\mathit{pp}_B$,batik,uncertainty-learning-2024-05-29_22-59-58-full-run,15,1.5,partial,multitask,pMAPE,11.878906692591874
109537,2523,9,$\tilde{\Pi}^\mathit{pp}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,1,0.125,partial,multitask,pMAPE,71.18669671367704
109538,2529,5,$\tilde{\Pi}^\mathit{np}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,16,1,no,multitask,pMAPE,8.312993711201125
109539,2530,19,$\tilde{\Pi}^\mathit{np}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,48,3,no,multitask,pMAPE,6.691631618537908
109540,2532,22,$\tilde{\Pi}^\mathit{pp}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,4,0.25,partial,multitask,pMAPE,7.890465654126635
109541,2533,17,$\tilde{\Pi}^\mathit{pp}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,3,0.125,partial,multitask,pMAPE,82.34946712583901
109542,2534,8,$\tilde{\Pi}^\mathit{np}_B$,VP9,uncertainty-learning-2024-05-29_22-59-58-full-run,4,0.25,no,multitask,pMAPE,108.01262516660498
109543,2536,16,$\tilde{\Pi}^\mathit{np}_B$,VP9,uncertainty-learning-2024-05-29_22-59-58-full-run,16,1,no,multitask,pMAPE,86.17435868766216
109544,2537,26,$\tilde{\Pi}^\mathit{np}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,39,3,no,multitask,pMAPE,173.07496862974395
109545,2538,1,$\tilde{\Pi}^\mathit{np}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,8,0.5,no,multitask,pMAPE,63.60323758939356
109546,2539,24,$\tilde{\Pi}^\mathit{cp}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,32,2,complete,multitask,pMAPE,8.543023433060991
109547,2545,29,$\tilde{\Pi}^\mathit{np}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,12,0.75,no,multitask,pMAPE,56.26711593054446
