,Unnamed: 0,params.rnd,Model,Subject System,params.exp_id,params.train_size,Relative Train Size,Pooling,params.experiment-type,Metric,Value
109237,2001,6,$\tilde{\Pi}^\mathit{cp}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,19,0.75,complete,multitask,pMAPE,40.6250575633192
109238,2002,19,$\tilde{\Pi}^\mathit{cp}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,14,0.75,complete,multitask,pMAPE,20.260218462019523
109239,2003,21,$\tilde{\Pi}^\mathit{np}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,26,1,no,multitask,pMAPE,51.072441946451285
109240,2004,8,$\tilde{\Pi}^\mathit{pp}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,9,0.5,partial,multitask,pMAPE,26.34438435136573
109241,2008,22,$\tilde{\Pi}^\mathit{pp}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,9,0.5,partial,multitask,pMAPE,19.36095315841829
109242,2010,17,$\tilde{\Pi}^\mathit{pp}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,16,1.5,partial,multitask,pMAPE,145.74838682169096
109243,2011,19,$\tilde{\Pi}^\mathit{np}_B$,xz,uncertainty-learning-2024-05-29_22-59-58-full-run,46,1.5,no,multitask,pMAPE,55.0986211979562
109244,2012,21,$\tilde{\Pi}^\mathit{pp}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,16,1,partial,multitask,pMAPE,4.992778996569823
109245,2013,14,$\tilde{\Pi}^\mathit{np}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,48,3,no,multitask,pMAPE,4.38193258398597
109246,2014,21,$\tilde{\Pi}^\mathit{np}_B$,batik,uncertainty-learning-2024-05-29_22-59-58-full-run,7,0.75,no,multitask,pMAPE,16.910528917757723
109247,2015,19,$\tilde{\Pi}^\mathit{pp}_B$,batik,uncertainty-learning-2024-05-29_22-59-58-full-run,1,0.125,partial,multitask,pMAPE,22.12009215749094
109248,2016,26,$\tilde{\Pi}^\mathit{cp}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,3,0.125,complete,multitask,pMAPE,139.70605615847523
109249,2019,4,$\tilde{\Pi}^\mathit{np}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,32,2,no,multitask,pMAPE,43.87806051254701
109250,2021,9,$\tilde{\Pi}^\mathit{cp}_B$,batik,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.25,complete,multitask,pMAPE,30.64563939110575
109251,2023,22,$\tilde{\Pi}^\mathit{cp}_B$,VP9,uncertainty-learning-2024-05-29_22-59-58-full-run,24,1.5,complete,multitask,pMAPE,28.573174800790284
109252,2024,9,$\tilde{\Pi}^\mathit{np}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.125,no,multitask,pMAPE,13.304000695737688
109253,2025,6,$\tilde{\Pi}^\mathit{pp}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,48,3,partial,multitask,pMAPE,3.8207755554820455
109254,2026,24,$\tilde{\Pi}^\mathit{pp}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,32,2,partial,multitask,pMAPE,41.63453144252063
109255,2028,6,$\tilde{\Pi}^\mathit{cp}_B$,VP9,uncertainty-learning-2024-05-29_22-59-58-full-run,12,0.75,complete,multitask,pMAPE,37.69857561106146
109256,2031,2,$\tilde{\Pi}^\mathit{np}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,38,2,no,multitask,pMAPE,17.89108562346332
109257,2033,12,$\tilde{\Pi}^\mathit{pp}_B$,batik,uncertainty-learning-2024-05-29_22-59-58-full-run,7,0.75,partial,multitask,pMAPE,14.244558690066675
109258,2035,11,$\tilde{\Pi}^\mathit{pp}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,32,2,partial,multitask,pMAPE,3.73012465553343
109259,2036,3,$\tilde{\Pi}^\mathit{pp}_B$,batik,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.25,partial,multitask,pMAPE,56.742026704573135
109260,2041,12,$\tilde{\Pi}^\mathit{pp}_B$,batik,uncertainty-learning-2024-05-29_22-59-58-full-run,20,2,partial,multitask,pMAPE,11.187333000272188
109261,2042,9,$\tilde{\Pi}^\mathit{pp}_B$,batik,uncertainty-learning-2024-05-29_22-59-58-full-run,10,1,partial,multitask,pMAPE,11.529259604156064
109262,2043,6,$\tilde{\Pi}^\mathit{cp}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,6,0.25,complete,multitask,pMAPE,42.2526980842264
109263,2044,14,$\tilde{\Pi}^\mathit{pp}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,8,0.5,partial,multitask,pMAPE,43.82971691552523
109264,2045,21,$\tilde{\Pi}^\mathit{np}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,12,0.75,no,multitask,pMAPE,8.246158614659542
109265,2046,28,$\tilde{\Pi}^\mathit{pp}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,39,1.5,partial,multitask,pMAPE,54.05856740495941
109266,2051,0,$\tilde{\Pi}^\mathit{np}_B$,VP9,uncertainty-learning-2024-05-29_22-59-58-full-run,16,1,no,multitask,pMAPE,72.79148665581975
109267,2052,11,$\tilde{\Pi}^\mathit{pp}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,16,1,partial,multitask,pMAPE,4.48049901275922
109268,2053,18,$\tilde{\Pi}^\mathit{np}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,38,2,no,multitask,pMAPE,17.845518341267198
109269,2056,5,$\tilde{\Pi}^\mathit{np}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,6,0.5,no,multitask,pMAPE,244.5196955410385
109270,2058,14,$\tilde{\Pi}^\mathit{cp}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.125,complete,multitask,pMAPE,10.328208161829536
109271,2059,23,$\tilde{\Pi}^\mathit{np}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,52,2,no,multitask,pMAPE,50.29168621004013
109272,2060,27,$\tilde{\Pi}^\mathit{cp}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,24,1.5,complete,multitask,pMAPE,39.85836667899539
109273,2064,1,$\tilde{\Pi}^\mathit{np}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,22,2,no,multitask,pMAPE,149.83458206401707
109274,2065,5,$\tilde{\Pi}^\mathit{pp}_B$,xz,uncertainty-learning-2024-05-29_22-59-58-full-run,46,1.5,partial,multitask,pMAPE,58.63540503618354
109275,2067,20,$\tilde{\Pi}^\mathit{cp}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,12,0.75,complete,multitask,pMAPE,6.692753029806905
109276,2071,19,$\tilde{\Pi}^\mathit{np}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,6,0.5,no,multitask,pMAPE,331.8591276787505
109277,2072,29,$\tilde{\Pi}^\mathit{np}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,4,0.25,no,multitask,pMAPE,10.247042705233724
109278,2073,2,$\tilde{\Pi}^\mathit{pp}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.125,partial,multitask,pMAPE,86.2758803255933
109279,2075,26,$\tilde{\Pi}^\mathit{np}_B$,batik,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.25,no,multitask,pMAPE,20.509924130252383
109280,2076,3,$\tilde{\Pi}^\mathit{np}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,28,1.5,no,multitask,pMAPE,22.121979633483416
109281,2080,26,$\tilde{\Pi}^\mathit{pp}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,8,0.5,partial,multitask,pMAPE,6.3816501883256205
109282,2082,23,$\tilde{\Pi}^\mathit{np}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,28,1.5,no,multitask,pMAPE,22.9683034487625
109283,2087,14,$\tilde{\Pi}^\mathit{pp}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,28,1.5,partial,multitask,pMAPE,16.229609486182504
109284,2091,23,$\tilde{\Pi}^\mathit{pp}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,24,1.5,partial,multitask,pMAPE,7.063895644761526
109285,2092,15,$\tilde{\Pi}^\mathit{np}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,8,0.75,no,multitask,pMAPE,134.17415760615177
109286,2096,28,$\tilde{\Pi}^\mathit{np}_B$,xz,uncertainty-learning-2024-05-29_22-59-58-full-run,93,3,no,multitask,pMAPE,62.393902507424215
109287,2101,2,$\tilde{\Pi}^\mathit{np}_B$,batik,uncertainty-learning-2024-05-29_22-59-58-full-run,15,1.5,no,multitask,pMAPE,13.68413699401444
109288,2102,5,$\tilde{\Pi}^\mathit{pp}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,24,1.5,partial,multitask,pMAPE,4.274960434207877
109289,2105,17,$\tilde{\Pi}^\mathit{pp}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,8,0.5,partial,multitask,pMAPE,7.0304245378628965
109290,2107,18,$\tilde{\Pi}^\mathit{np}_B$,xz,uncertainty-learning-2024-05-29_22-59-58-full-run,3,0.125,no,multitask,pMAPE,81.2378638461607
109291,2108,10,$\tilde{\Pi}^\mathit{np}_B$,batik,uncertainty-learning-2024-05-29_22-59-58-full-run,1,0.125,no,multitask,pMAPE,30.62396040202577
109292,2114,17,$\tilde{\Pi}^\mathit{pp}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,8,0.75,partial,multitask,pMAPE,217.63994980450684
109293,2115,25,$\tilde{\Pi}^\mathit{cp}_B$,VP9,uncertainty-learning-2024-05-29_22-59-58-full-run,48,3,complete,multitask,pMAPE,25.411237281812383
109294,2116,14,$\tilde{\Pi}^\mathit{pp}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,16,1,partial,multitask,pMAPE,7.098278776212514
109295,2117,9,$\tilde{\Pi}^\mathit{np}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,6,0.25,no,multitask,pMAPE,92.59840555473838
109296,2119,9,$\tilde{\Pi}^\mathit{np}_B$,batik,uncertainty-learning-2024-05-29_22-59-58-full-run,30,3,no,multitask,pMAPE,9.94678021488815
109297,2120,5,$\tilde{\Pi}^\mathit{pp}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.125,partial,multitask,pMAPE,13.00399025823464
109298,2121,20,$\tilde{\Pi}^\mathit{pp}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,16,1,partial,multitask,pMAPE,4.441842991495701
109299,2123,10,$\tilde{\Pi}^\mathit{np}_B$,xz,uncertainty-learning-2024-05-29_22-59-58-full-run,7,0.25,no,multitask,pMAPE,62.27619001929975
109300,2124,6,$\tilde{\Pi}^\mathit{cp}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,48,3,complete,multitask,pMAPE,5.453330860157143
109301,2126,3,$\tilde{\Pi}^\mathit{np}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,52,2,no,multitask,pMAPE,43.53668574858449
109302,2127,17,$\tilde{\Pi}^\mathit{pp}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,32,2,partial,multitask,pMAPE,37.234622919371226
109303,2128,25,$\tilde{\Pi}^\mathit{np}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,9,0.5,no,multitask,pMAPE,41.5759992703616
109304,2129,17,$\tilde{\Pi}^\mathit{np}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,16,1.5,no,multitask,pMAPE,146.02705841275528
109305,2131,3,$\tilde{\Pi}^\mathit{np}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,3,0.25,no,multitask,pMAPE,418.0290184053053
109306,2132,15,$\tilde{\Pi}^\mathit{cp}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,33,3,complete,multitask,pMAPE,142.8773818540464
109307,2138,4,$\tilde{\Pi}^\mathit{np}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,1,0.125,no,multitask,pMAPE,283.0795524940251
109308,2141,27,$\tilde{\Pi}^\mathit{cp}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,32,2,complete,multitask,pMAPE,38.68170353246151
109309,2142,21,$\tilde{\Pi}^\mathit{cp}_B$,batik,uncertainty-learning-2024-05-29_22-59-58-full-run,30,3,complete,multitask,pMAPE,11.678747207807854
109310,2143,7,$\tilde{\Pi}^\mathit{np}_B$,batik,uncertainty-learning-2024-05-29_22-59-58-full-run,1,0.125,no,multitask,pMAPE,70.4558953394632
109311,2145,4,$\tilde{\Pi}^\mathit{np}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,16,1,no,multitask,pMAPE,53.59528833220303
109312,2147,7,$\tilde{\Pi}^\mathit{np}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,6,0.25,no,multitask,pMAPE,93.5219008861604
109313,2148,8,$\tilde{\Pi}^\mathit{cp}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.25,complete,multitask,pMAPE,105.01153152079048
109314,2149,14,$\tilde{\Pi}^\mathit{pp}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,1,0.125,partial,multitask,pMAPE,392.9749659982705
109315,2151,28,$\tilde{\Pi}^\mathit{np}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,12,0.75,no,multitask,pMAPE,9.419185980455795
109316,2152,16,$\tilde{\Pi}^\mathit{np}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,32,2,no,multitask,pMAPE,5.75724661667958
109317,2153,19,$\tilde{\Pi}^\mathit{np}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,11,1,no,multitask,pMAPE,181.4960848853271
109318,2157,12,$\tilde{\Pi}^\mathit{cp}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,24,1.5,complete,multitask,pMAPE,36.82637061589947
109319,2159,24,$\tilde{\Pi}^\mathit{np}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,26,1,no,multitask,pMAPE,44.96798771411733
109320,2160,2,$\tilde{\Pi}^\mathit{np}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,24,1.5,no,multitask,pMAPE,5.822842221890363
109321,2161,7,$\tilde{\Pi}^\mathit{np}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,8,0.5,no,multitask,pMAPE,8.781283330066215
109322,2163,0,$\tilde{\Pi}^\mathit{cp}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,6,0.25,complete,multitask,pMAPE,75.567397640664
109323,2164,19,$\tilde{\Pi}^\mathit{cp}_B$,VP9,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.125,complete,multitask,pMAPE,207.7302088747933
109324,2165,25,$\tilde{\Pi}^\mathit{pp}_B$,xz,uncertainty-learning-2024-05-29_22-59-58-full-run,46,1.5,partial,multitask,pMAPE,62.09224587459481
109325,2167,22,$\tilde{\Pi}^\mathit{pp}_B$,VP9,uncertainty-learning-2024-05-29_22-59-58-full-run,16,1,partial,multitask,pMAPE,26.46111274485914
109326,2169,1,$\tilde{\Pi}^\mathit{cp}_B$,VP9,uncertainty-learning-2024-05-29_22-59-58-full-run,48,3,complete,multitask,pMAPE,23.812249415588745
109327,2170,0,$\tilde{\Pi}^\mathit{np}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,14,0.75,no,multitask,pMAPE,38.19929501754523
109328,2171,24,$\tilde{\Pi}^\mathit{pp}_B$,VP9,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.125,partial,multitask,pMAPE,198.5203632459627
109329,2173,26,$\tilde{\Pi}^\mathit{cp}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,26,1,complete,multitask,pMAPE,46.36143105100465
109330,2174,8,$\tilde{\Pi}^\mathit{pp}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,1,0.125,partial,multitask,pMAPE,200.84119006070677
109331,2175,16,$\tilde{\Pi}^\mathit{pp}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,39,1.5,partial,multitask,pMAPE,50.77868253487792
109332,2176,14,$\tilde{\Pi}^\mathit{np}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,24,1.5,no,multitask,pMAPE,49.2906347882175
109333,2178,4,$\tilde{\Pi}^\mathit{cp}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,16,1.5,complete,multitask,pMAPE,153.43688511139135
109334,2181,8,$\tilde{\Pi}^\mathit{cp}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,16,1,complete,multitask,pMAPE,43.05656627788529
109335,2186,23,$\tilde{\Pi}^\mathit{np}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,26,2,no,multitask,pMAPE,148.91996921849707
109336,2187,17,$\tilde{\Pi}^\mathit{pp}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,78,3,partial,multitask,pMAPE,46.61836440108438
109337,2188,27,$\tilde{\Pi}^\mathit{np}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,11,1,no,multitask,pMAPE,128.74744084103443
109338,2189,24,$\tilde{\Pi}^\mathit{cp}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.25,complete,multitask,pMAPE,186.42928897939237
109339,2190,6,$\tilde{\Pi}^\mathit{pp}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,48,3,partial,multitask,pMAPE,6.371498325058085
109340,2191,9,$\tilde{\Pi}^\mathit{cp}_B$,xz,uncertainty-learning-2024-05-29_22-59-58-full-run,93,3,complete,multitask,pMAPE,56.63785218454518
109341,2192,28,$\tilde{\Pi}^\mathit{cp}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,14,0.75,complete,multitask,pMAPE,18.53390789238086
109342,2194,0,$\tilde{\Pi}^\mathit{np}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,8,0.5,no,multitask,pMAPE,57.69335732650873
109343,2195,3,$\tilde{\Pi}^\mathit{pp}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.125,partial,multitask,pMAPE,12.98739644187818
109344,2196,22,$\tilde{\Pi}^\mathit{np}_B$,xz,uncertainty-learning-2024-05-29_22-59-58-full-run,23,0.75,no,multitask,pMAPE,60.095104350463714
109345,2199,26,$\tilde{\Pi}^\mathit{np}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,8,0.5,no,multitask,pMAPE,58.47290320723884
109346,2200,13,$\tilde{\Pi}^\mathit{pp}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.125,partial,multitask,pMAPE,78.94879832124373
109347,2201,12,$\tilde{\Pi}^\mathit{pp}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,28,1.5,partial,multitask,pMAPE,16.480721764153678
109348,2202,9,$\tilde{\Pi}^\mathit{np}_B$,batik,uncertainty-learning-2024-05-29_22-59-58-full-run,10,1,no,multitask,pMAPE,14.706703197406146
109349,2203,9,$\tilde{\Pi}^\mathit{pp}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,52,2,partial,multitask,pMAPE,50.72802583734289
109350,2206,19,$\tilde{\Pi}^\mathit{np}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,57,3,no,multitask,pMAPE,16.37050899449545
109351,2207,5,$\tilde{\Pi}^\mathit{np}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,24,1.5,no,multitask,pMAPE,5.870248534785176
109352,2208,4,$\tilde{\Pi}^\mathit{cp}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,24,1.5,complete,multitask,pMAPE,5.85596120919489
109353,2210,5,$\tilde{\Pi}^\mathit{pp}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,19,1.5,partial,multitask,pMAPE,190.67194435445515
109354,2212,13,$\tilde{\Pi}^\mathit{np}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,16,1,no,multitask,pMAPE,8.030230160092858
109355,2214,25,$\tilde{\Pi}^\mathit{pp}_B$,batik,uncertainty-learning-2024-05-29_22-59-58-full-run,1,0.125,partial,multitask,pMAPE,63.73602291535546
109356,2215,6,$\tilde{\Pi}^\mathit{np}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,26,1,no,multitask,pMAPE,44.35457714381722
109357,2216,26,$\tilde{\Pi}^\mathit{pp}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,4,0.25,partial,multitask,pMAPE,33.44808128240718
109358,2217,18,$\tilde{\Pi}^\mathit{cp}_B$,xz,uncertainty-learning-2024-05-29_22-59-58-full-run,7,0.25,complete,multitask,pMAPE,61.29247487004411
109359,2220,9,$\tilde{\Pi}^\mathit{cp}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,48,3,complete,multitask,pMAPE,5.572639057580876
109360,2225,13,$\tilde{\Pi}^\mathit{pp}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,32,2,partial,multitask,pMAPE,6.918898778689887
109361,2228,20,$\tilde{\Pi}^\mathit{cp}_B$,VP9,uncertainty-learning-2024-05-29_22-59-58-full-run,48,3,complete,multitask,pMAPE,23.518279429293408
109362,2231,9,$\tilde{\Pi}^\mathit{cp}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,19,1.5,complete,multitask,pMAPE,202.97441343897856
109363,2233,20,$\tilde{\Pi}^\mathit{cp}_B$,xz,uncertainty-learning-2024-05-29_22-59-58-full-run,23,0.75,complete,multitask,pMAPE,66.53310840789705
109364,2234,18,$\tilde{\Pi}^\mathit{cp}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,38,2,complete,multitask,pMAPE,15.802519204266904
109365,2238,19,$\tilde{\Pi}^\mathit{cp}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.125,complete,multitask,pMAPE,42.76789968654583
109366,2239,21,$\tilde{\Pi}^\mathit{np}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,32,2,no,multitask,pMAPE,7.343645307218487
109367,2240,19,$\tilde{\Pi}^\mathit{pp}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,38,2,partial,multitask,pMAPE,16.51843314256945
109368,2242,11,$\tilde{\Pi}^\mathit{pp}_B$,VP9,uncertainty-learning-2024-05-29_22-59-58-full-run,12,0.75,partial,multitask,pMAPE,34.7733566485481
109369,2243,8,$\tilde{\Pi}^\mathit{np}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,19,0.75,no,multitask,pMAPE,64.54405644856094
109370,2244,23,$\tilde{\Pi}^\mathit{cp}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,3,0.125,complete,multitask,pMAPE,90.45824733440172
109371,2246,17,$\tilde{\Pi}^\mathit{cp}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,19,1.5,complete,multitask,pMAPE,251.58900997383125
109372,2247,21,$\tilde{\Pi}^\mathit{pp}_B$,xz,uncertainty-learning-2024-05-29_22-59-58-full-run,7,0.25,partial,multitask,pMAPE,77.72747396228698
109373,2248,7,$\tilde{\Pi}^\mathit{pp}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,8,0.5,partial,multitask,pMAPE,5.788037525708679
109374,2249,10,$\tilde{\Pi}^\mathit{np}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,32,2,no,multitask,pMAPE,43.534611860869006
109375,2250,21,$\tilde{\Pi}^\mathit{np}_B$,batik,uncertainty-learning-2024-05-29_22-59-58-full-run,30,3,no,multitask,pMAPE,8.663667376360923
109376,2251,11,$\tilde{\Pi}^\mathit{cp}_B$,xz,uncertainty-learning-2024-05-29_22-59-58-full-run,23,0.75,complete,multitask,pMAPE,61.83306404061102
109377,2254,3,$\tilde{\Pi}^\mathit{pp}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,8,0.5,partial,multitask,pMAPE,42.93093902560348
109378,2256,15,$\tilde{\Pi}^\mathit{np}_B$,lrzip,uncertainty-learning-2024-05-29_22-59-58-full-run,33,3,no,multitask,pMAPE,158.35287707465622
109379,2257,20,$\tilde{\Pi}^\mathit{np}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,12,0.75,no,multitask,pMAPE,62.36326164852533
109380,2258,23,$\tilde{\Pi}^\mathit{pp}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,26,2,partial,multitask,pMAPE,157.86051888793554
109381,2262,10,$\tilde{\Pi}^\mathit{pp}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,19,1,partial,multitask,pMAPE,16.439022499355836
109382,2265,17,$\tilde{\Pi}^\mathit{pp}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,8,0.5,partial,multitask,pMAPE,8.642635300398611
109383,2266,13,$\tilde{\Pi}^\mathit{np}_B$,dconvert,uncertainty-learning-2024-05-29_22-59-58-full-run,12,0.75,no,multitask,pMAPE,8.193629302264712
109384,2267,15,$\tilde{\Pi}^\mathit{pp}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,16,1,partial,multitask,pMAPE,38.19627732389576
109385,2269,0,$\tilde{\Pi}^\mathit{cp}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,4,0.25,complete,multitask,pMAPE,57.717856207014194
109386,2270,12,$\tilde{\Pi}^\mathit{cp}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,24,1.5,complete,multitask,pMAPE,8.332393335529932
109387,2275,27,$\tilde{\Pi}^\mathit{np}_B$,VP9,uncertainty-learning-2024-05-29_22-59-58-full-run,24,1.5,no,multitask,pMAPE,55.518652345687535
109388,2276,14,$\tilde{\Pi}^\mathit{cp}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,48,3,complete,multitask,pMAPE,38.569126948751375
109389,2278,2,$\tilde{\Pi}^\mathit{pp}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,32,2,partial,multitask,pMAPE,6.556502722742001
109390,2282,20,$\tilde{\Pi}^\mathit{cp}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,39,1.5,complete,multitask,pMAPE,54.94677264743702
109391,2286,17,$\tilde{\Pi}^\mathit{np}_B$,x265,uncertainty-learning-2024-05-29_22-59-58-full-run,2,0.125,no,multitask,pMAPE,89.37669502412562
109392,2287,14,$\tilde{\Pi}^\mathit{cp}_B$,H2,uncertainty-learning-2024-05-29_22-59-58-full-run,48,3,complete,multitask,pMAPE,8.02350419257501
109393,2289,26,$\tilde{\Pi}^\mathit{cp}_B$,x264,uncertainty-learning-2024-05-29_22-59-58-full-run,6,0.25,complete,multitask,pMAPE,52.28984214143376
109394,2291,23,$\tilde{\Pi}^\mathit{cp}_B$,jump3r,uncertainty-learning-2024-05-29_22-59-58-full-run,9,0.5,complete,multitask,pMAPE,22.328737959230946
109395,2292,12,$\tilde{\Pi}^\mathit{np}_B$,z3,uncertainty-learning-2024-05-29_22-59-58-full-run,1,0.125,no,multitask,pMAPE,742.8005793680331
